,30y,20y,10y,5y,2y,1y,3m_tbil,3m_ib,date
0,6.835263157894737,6.914736842105263,6.584210526315789,6.337894736842105,6.0131578947368425,5.612105263157894,5.16421052631579,5.37,1997-01-31
1,6.687894736842105,6.77421052631579,6.419473684210526,6.198947368421052,5.898421052631579,5.525263157894737,5.1421052631578945,5.53,1997-02-28
2,6.9325,7.045999999999999,6.6945,6.537000000000001,6.2219999999999995,5.7955,5.2844999999999995,5.71,1997-03-31
3,7.092727272727273,7.204090909090909,6.885454545454545,6.759090909090909,6.448181818181819,5.988181818181818,5.304545454545455,5.7,1997-04-30
4,6.935714285714286,7.02,6.7109523809523814,6.567619047619047,6.276666666666666,5.86952380952381,5.196666666666666,5.66,1997-05-31
5,6.772380952380952,6.8409523809523805,6.493809523809524,6.375238095238095,6.094761904761905,5.691904761904762,5.070952380952381,5.6,1997-06-30
6,6.51,6.564545454545454,6.220454545454545,6.120909090909091,5.890909090909091,5.541818181818182,5.194545454545454,5.6,1997-07-31
7,6.578571428571429,6.654285714285715,6.298571428571429,6.160000000000001,5.939047619047619,5.564761904761904,5.27952380952381,5.6,1997-08-31
8,6.495238095238095,6.558095238095238,6.208571428571428,6.106190476190475,5.881904761904762,5.523809523809524,5.084761904761905,5.65,1997-09-30
9,6.326363636363637,6.381363636363636,6.029545454545455,5.928181818181818,5.771818181818182,5.456363636363637,5.112727272727273,5.74,1997-10-31
10,6.109444444444445,6.198888888888889,5.875,5.803888888888888,5.712777777777777,5.457222222222223,5.2811111111111115,5.8,1997-11-30
11,5.99,6.072272727272727,5.808636363636364,5.773181818181818,5.715,5.5249999999999995,5.304545454545455,5.54,1997-12-31
12,5.811,5.8765,5.5445,5.4159999999999995,5.357,5.2445,5.179,5.54,1998-01-31
13,5.8910526315789475,5.957368421052632,5.574736842105263,5.4926315789473685,5.417894736842105,5.308421052631579,5.23,5.58,1998-02-28
14,5.948181818181819,6.014545454545455,5.647272727272727,5.611818181818181,5.5613636363636365,5.389545454545455,5.161818181818182,5.58,1998-03-31
15,5.923809523809524,5.996666666666667,5.637619047619047,5.6119047619047615,5.564285714285714,5.379047619047619,5.082857142857143,5.59,1998-04-30
16,5.9265,6.007499999999999,5.6525,5.628,5.593500000000001,5.4399999999999995,5.14,5.6,1998-05-31
17,5.703636363636364,5.801818181818182,5.496363636363636,5.524090909090909,5.52,5.408636363636364,5.124090909090909,5.59,1998-06-30
18,5.676818181818182,5.782272727272727,5.461363636363637,5.461363636363637,5.458181818181818,5.358181818181818,5.094545454545455,5.58,1998-07-31
19,5.54047619047619,5.66,5.341904761904762,5.274761904761904,5.268571428571429,5.205238095238095,5.040952380952381,5.41,1998-08-31
20,5.204761904761905,5.376190476190477,4.806666666666667,4.623809523809524,4.666190476190476,4.7109523809523814,4.739047619047619,5.21,1998-09-30
21,5.01047619047619,5.301904761904762,4.529999999999999,4.184285714285714,4.091904761904762,4.121428571428571,4.070476190476191,5.24,1998-10-31
22,5.248421052631579,5.477368421052631,4.827368421052632,4.537368421052631,4.54,4.525263157894737,4.531052631578947,5.14,1998-11-30
23,5.059090909090909,5.3568181818181815,4.645,4.449999999999999,4.506363636363637,4.518636363636364,4.496818181818182,4.89,1998-12-31
24,5.157894736842105,5.448421052631579,4.722105263157895,4.600526315789473,4.615263157894737,4.5142105263157895,4.446315789473684,4.9,1999-01-31
25,5.365263157894737,5.657894736842105,4.998947368421053,4.914736842105263,4.876315789473685,4.7026315789473685,4.5552631578947365,4.91,1999-02-28
26,5.5804347826086955,5.867826086956522,5.232608695652174,5.140434782608696,5.05304347826087,4.781304347826087,4.566521739130435,4.88,1999-03-31
27,5.547727272727273,5.820909090909091,5.184545454545455,5.079545454545454,4.976818181818182,4.69,4.409090909090909,4.92,1999-04-30
28,5.8055,6.0840000000000005,5.539499999999999,5.436999999999999,5.2545,4.849,4.631,5.13,1999-05-31
29,6.041818181818183,6.361363636363635,5.899545454545454,5.809090909090909,5.618636363636363,5.096818181818182,4.715454545454545,5.24,1999-06-30
30,5.983333333333333,6.2752380952380955,5.791904761904762,5.678571428571429,5.5547619047619055,5.031904761904762,4.685714285714286,5.41,1999-07-31
31,6.068636363636363,6.434545454545455,5.9390909090909085,5.841363636363636,5.678181818181819,5.197727272727272,4.873636363636364,5.5,1999-08-31
32,6.071428571428571,6.496190476190476,5.915238095238095,5.801904761904762,5.661904761904762,5.251428571428572,4.822380952380952,6.13,1999-09-30
33,6.2635,6.662999999999999,6.112,6.0335,5.8625,5.429,5.0185,6.0,1999-10-31
34,6.1450000000000005,6.484,6.034,5.968999999999999,5.862,5.5535,5.2275,6.05,1999-11-30
35,6.351363636363636,6.694545454545454,6.275454545454545,6.1863636363636365,6.104545454545455,5.842272727272728,5.3568181818181815,5.95,1999-12-31
36,6.6255,6.8625,6.661,6.5795,6.44,6.1215,5.4990000000000006,6.01,2000-01-31
37,6.232,6.539,6.519499999999999,6.678,6.6105,6.218,5.727,6.14,2000-02-29
38,6.053478260869565,6.380434782608695,6.256521739130435,6.503913043478261,6.528260869565218,6.222173913043479,5.863913043478261,6.28,2000-03-31
39,5.846315789473684,6.184736842105264,5.990526315789474,6.262631578947368,6.403684210526316,6.150526315789474,5.821578947368421,6.71,2000-04-30
40,6.148636363636364,6.548181818181818,6.440454545454545,6.6877272727272725,6.809545454545455,6.326363636363637,5.994545454545454,6.73,2000-05-31
41,5.926363636363636,6.282727272727272,6.097272727272728,6.300909090909091,6.4818181818181815,6.172727272727273,5.861818181818182,6.67,2000-06-30
42,5.851,6.197,6.054,6.179,6.339,6.0825000000000005,6.1425,6.61,2000-07-31
43,5.716086956521739,6.0200000000000005,5.826086956521739,6.060869565217391,6.228695652173912,6.18304347826087,6.277391304347826,6.6,2000-08-31
44,5.8265,6.093999999999999,5.799,5.9345,6.0815,6.125500000000001,6.175,6.67,2000-09-30
45,5.803333333333334,6.038571428571428,5.738571428571428,5.782857142857143,5.9123809523809525,6.012380952380952,6.294761904761905,6.65,2000-10-31
46,5.775714285714285,5.975238095238096,5.717142857142857,5.697619047619048,5.875238095238096,6.091904761904762,6.356190476190475,6.45,2000-11-30
47,5.4905,5.641,5.2405,5.168,5.351999999999999,5.6025,5.936999999999999,5.62,2000-12-31
48,5.540952380952381,5.649047619047619,5.160952380952381,4.8585714285714285,4.76,4.814761904761904,5.285238095238095,5.26,2001-01-31
49,5.454736842105263,5.617894736842105,5.098947368421053,4.886315789473684,4.656842105263158,4.684210526315789,5.005263157894737,4.89,2001-02-28
50,5.339545454545455,5.493636363636363,4.885454545454546,4.642727272727273,4.342272727272728,4.298636363636363,4.535454545454545,4.53,2001-03-31
51,5.646,5.779,5.141,4.7635,4.234,3.9765,3.966,4.02,2001-04-30
52,5.78,5.923181818181818,5.391363636363637,4.927727272727273,4.26,3.7813636363636363,3.703181818181818,3.74,2001-05-31
53,5.66952380952381,5.823333333333333,5.284285714285714,4.807142857142857,4.08,3.576190476190476,3.5652380952380955,3.66,2001-06-30
54,5.613333333333333,5.752857142857143,5.236190476190477,4.761904761904762,4.038571428571428,3.617142857142857,3.593333333333333,3.48,2001-07-31
55,5.483478260869566,5.576956521739131,4.971304347826087,4.573913043478261,3.757391304347826,3.470434782608695,3.4378260869565223,2.87,2001-08-31
56,5.482941176470588,5.526470588235294,4.731764705882353,4.11529411764706,3.1188235294117646,2.824705882352941,2.69235294117647,2.31,2001-09-30
57,5.315454545454545,5.339545454545455,4.566818181818181,3.9099999999999997,2.725909090909091,2.3304545454545456,2.1977272727272728,2.03,2001-10-31
58,5.118,5.333,4.6515,3.9725,2.7824999999999998,2.182,1.9065,1.83,2001-11-30
59,5.4799999999999995,5.7605,5.0875,4.3895,3.107,2.2155,1.72,1.74,2001-12-31
60,5.4452380952380945,5.692380952380952,5.035714285714286,4.34,3.0280952380952377,2.1585714285714284,1.684761904761905,1.82,2002-01-31
61,5.451578947368421,5.6089473684210525,4.911578947368421,4.298421052631579,3.015263157894737,2.2326315789473683,1.756842105263158,1.91,2002-02-28
62,5.8085,5.9285000000000005,5.284000000000001,4.738,3.5575,2.5669999999999997,1.825,1.87,2002-03-31
63,5.791818181818182,5.846363636363637,5.210909090909091,4.646818181818182,3.4227272727272724,2.475909090909091,1.745,1.82,2002-04-30
64,5.757272727272727,5.81,5.164545454545455,4.494545454545454,3.264090909090909,2.354090909090909,1.7604545454545453,1.81,2002-05-31
65,5.677,5.654,4.9265,4.186,2.993,2.1965,1.732,1.79,2002-06-30
66,5.585,5.506818181818182,4.653181818181818,3.8072727272727276,2.5568181818181817,1.960909090909091,1.7136363636363638,1.73,2002-07-31
67,5.27590909090909,5.193636363636364,4.257272727272727,3.294545454545455,2.1336363636363633,1.757272727272727,1.6472727272727274,1.76,2002-08-31
68,4.963,4.866,3.87,2.9379999999999997,2.0044999999999997,1.7149999999999999,1.659,1.73,2002-09-30
69,5.181818181818182,5.000454545454546,3.940909090909091,2.9450000000000003,1.9118181818181819,1.65,1.61,1.39,2002-10-31
70,5.1821052631578945,5.0394736842105265,4.048421052631579,3.054736842105263,1.923157894736842,1.4915789473684211,1.2547368421052632,1.34,2002-11-30
71,5.133333333333333,5.01,4.032380952380952,3.0333333333333337,1.8361904761904764,1.45,1.210952380952381,1.29,2002-12-31
72,5.137619047619047,5.021904761904762,4.048571428571428,3.052380952380952,1.7433333333333334,1.3642857142857143,1.189047619047619,1.27,2003-01-31
73,5.024736842105263,4.87,3.9026315789473687,2.8978947368421055,1.6278947368421053,1.2963157894736843,1.1852631578947368,1.23,2003-02-28
74,5.027142857142858,4.816190476190476,3.8071428571428574,2.783809523809524,1.5738095238095238,1.24,1.150952380952381,1.24,2003-03-31
75,5.127142857142857,4.911904761904762,3.958571428571428,2.9285714285714284,1.6223809523809525,1.2671428571428571,1.1523809523809523,1.22,2003-04-30
76,4.7628571428571425,4.521428571428571,3.5690476190476192,2.5157142857142856,1.4152380952380952,1.1814285714285713,1.0880952380952382,1.04,2003-05-31
77,4.618571428571428,4.34047619047619,3.334285714285714,2.2657142857142856,1.227142857142857,1.0095238095238095,0.9361904761904762,1.05,2003-06-30
78,5.127727272727273,4.921818181818182,3.975454545454546,2.872272727272727,1.4740909090909091,1.1163636363636364,0.9204545454545454,1.08,2003-07-31
79,5.445714285714286,5.392380952380952,4.4452380952380945,3.3699999999999997,1.8642857142857143,1.3085714285714285,0.9690476190476189,1.08,2003-08-31
80,5.275714285714286,5.208095238095238,4.274285714285715,3.1847619047619045,1.706190476190476,1.2376190476190476,0.9552380952380952,1.1,2003-09-30
81,5.3,5.209090909090909,4.290454545454545,3.185909090909091,1.7477272727272728,1.2540909090909091,0.9418181818181818,1.11,2003-10-31
82,5.246666666666666,5.170555555555556,4.300000000000001,3.2872222222222223,1.9266666666666667,1.3366666666666667,0.9522222222222223,1.1,2003-11-30
83,5.213181818181818,5.110454545454545,4.267727272727273,3.2686363636363636,1.9072727272727272,1.305909090909091,0.9145454545454546,1.06,2003-12-31
84,5.131,5.0065,4.1505,3.1215,1.761,1.2395,0.9005000000000001,1.05,2004-01-31
85,5.076842105263157,4.936842105263158,4.084210526315789,3.067894736842105,1.7400000000000002,1.2436842105263157,0.9447368421052631,1.05,2004-02-29
86,4.899565217391304,4.717391304347826,3.826521739130435,2.78695652173913,1.5778260869565217,1.1873913043478261,0.9534782608695652,1.08,2004-03-31
87,5.277619047619048,5.157619047619048,4.347619047619047,3.38952380952381,2.070952380952381,1.4338095238095239,0.9580952380952381,1.2,2004-04-30
88,5.5105,5.464,4.7155000000000005,3.8505000000000003,2.5335,1.7775000000000003,1.0394999999999999,1.46,2004-05-31
89,5.475714285714286,5.4504761904761905,4.733809523809524,3.929047619047619,2.763333333333333,2.1152380952380954,1.2880952380952382,1.57,2004-06-30
90,5.3061904761904755,5.242380952380953,4.498095238095239,3.688571428571428,2.6385714285714283,2.0952380952380953,1.3576190476190477,1.68,2004-07-31
91,5.1459090909090905,5.067727272727272,4.281363636363636,3.4745454545454546,2.5081818181818183,2.015909090909091,1.5031818181818182,1.86,2004-08-31
92,4.983809523809524,4.894761904761905,4.1257142857142854,3.355238095238095,2.5252380952380955,2.1166666666666667,1.6814285714285715,2.04,2004-09-30
93,4.944,4.8495,4.0969999999999995,3.3475,2.5845,2.228,1.7945,2.26,2004-10-31
94,4.9475,4.8945,4.194,3.525,2.852,2.5,2.1075,2.45,2004-11-30
95,4.911363636363636,4.88,4.2309090909090905,3.598181818181818,3.011818181818182,2.6704545454545454,2.222727272727273,2.61,2004-12-31
96,4.765,4.7675,4.221500000000001,3.707,3.2225,2.8605,2.371,2.77,2005-01-31
97,4.558947368421053,4.61421052631579,4.165263157894737,3.7663157894736843,3.3847368421052635,3.0294736842105263,2.579473684210526,2.97,2005-02-28
98,4.774545454545454,4.890454545454546,4.497727272727273,4.165454545454545,3.7268181818181816,3.3022727272727277,2.795909090909091,3.09,2005-03-31
99,4.65,4.749047619047619,4.3409523809523805,3.9985714285714287,3.653809523809524,3.316666666666667,2.836666666666667,3.22,2005-04-30
100,4.49,4.555238095238095,4.144285714285714,3.8528571428571428,3.643809523809524,3.330952380952381,2.901904761904762,3.38,2005-05-31
101,4.279545454545455,4.3513636363636365,3.998181818181818,3.772272727272727,3.6404545454545456,3.363181818181818,3.036363636363636,3.57,2005-06-30
